"","feature0","feature1","feature2","feature3","feature4"
"1",-0.679878709598714,-1.33444170278087,-1.55257737175843,-2.67167106781653,-0.574590537593095
"2",-3.45235604454587,-3.84133140806964,-2.63831776234008,-3.5269497372679,-2.47148762100047
"3",2.56387816717625,2.17758050860185,2.12681546853999,1.68179443479694,1.5758939755185
"4",2.41132345405015,4.25902716927271,1.84335579593785,1.23663400643558,2.3720684870121
"5",3.08489950554097,1.38216773641209,0.535250225402171,1.48317021748747,1.1094810446787
"6",1.11296785317292,-0.41095986352644,-0.889107038841415,-0.207697023370783,1.08197493205791
"7",0.615205022023936,0.167167817711144,0.890412375692131,1.64939735501971,2.45349452683132
"8",-1.13379691667296,-0.323737269734647,-0.0609449954139126,-0.430718308282276,0.565967627678198
"9",0.819179031047822,1.01931053812555,1.06197244760193,-0.850089518493921,2.12011685400211
"10",1.82355008858575,3.19806695439115,2.13814179157176,1.35733843024121,3.14159378236096
"11",-0.111585411757411,0.223157680507478,-0.915570919444607,-0.961140178036277,-1.39677962637628
"12",0.701009176933114,2.00431375352654,2.63969144957056,2.76630258800008,0.390035275556802
"13",1.64349358681988,1.97143057308273,2.41666814703163,1.38699138831845,2.00911118646338
"14",-2.62441066644884,-1.70664311886287,-1.67954519321746,-2.52545709918395,-0.891220323710587
"15",0.732561029023733,1.1519212966812,0.788355141124212,-0.371896305631276,1.00203753953577
"16",0.427620850417355,3.76456007560357,0.311323185614486,1.22578131199063,0.334383601180703
"17",3.52810782468501,0.822071004101515,1.37830570598058,1.38577039965391,0.98836980322222
"18",2.09362189156781,-0.62412267490906,0.440496075838937,0.296577823978104,-0.696887849177285
"19",-1.52693580192009,-1.27064441595026,2.57772480219032,-1.19544736024496,-0.273605820799772
"20",-1.44401538788885,-1.136397429655,-1.43138450823879,-0.406756814328167,1.22961907218705
"21",0.46949578287858,0.140845432687195,0.349864366968154,1.72061587470085,-1.22378062055884
"22",1.01648569714861,0.310489459504687,0.561973165865342,1.93697025571539,2.35452046917662
"23",1.41462887880139,0.783032581505889,1.85226913773068,0.98525335418636,2.19491770531258
